iter	Logloss
383	0.1038943661
384	0.1038185679
385	0.1037919102
386	0.1037208813
387	0.1036738295
388	0.1036172451
389	0.1035762919
390	0.1035502977
391	0.1034616288
392	0.1033904018
393	0.1033784028
394	0.1033445732
395	0.1033058666
396	0.1031116
397	0.1030583226
398	0.1030251763
399	0.1029657609
400	0.1028986416
401	0.1028501609
402	0.1028371774
403	0.1027898554
404	0.1027535925
405	0.1027084243
406	0.1026248851
407	0.1026123961
408	0.1025379537
409	0.1024990676
410	0.1024182208
411	0.1024061373
412	0.1023698063
413	0.1023387437
414	0.1022625207
415	0.1022332014
416	0.1021613404
417	0.1020908664
418	0.1020026846
419	0.1019287008
420	0.1018991816
421	0.1018257987
422	0.1017970226
423	0.1017546957
424	0.1017490725
425	0.1017141057
426	0.1016844112
427	0.1016244399
428	0.1015547642
429	0.1015439648
430	0.1014808219
431	0.1014695489
432	0.1012716697
433	0.1012393766
434	0.1011986028
435	0.1011207671
436	0.1009706452
437	0.1009617948
438	0.1009583839
439	0.1009488345
440	0.1009405975
441	0.1009125594
442	0.1008854704
443	0.1008823157
444	0.1008686142
445	0.1008470762
446	0.1007847582
447	0.1007535801
448	0.1007444995
449	0.1006593909
450	0.1005743658
451	0.1005644522
452	0.100498095
453	0.1004859282
454	0.1004605104
455	0.1003986717
456	0.1003407681
457	0.1002838883
458	0.1002447864
459	0.1001642094
460	0.1000876107
461	0.1000791377
462	0.1000307297
463	0.1000068743
464	0.0999174982
465	0.09988907081
466	0.09988819161
467	0.09982224787
468	0.0997692419
469	0.09968065609
470	0.09966855895
471	0.0996438532
472	0.09964300793
473	0.09962029757
474	0.09961052751
475	0.09957693078
476	0.09952186986
477	0.09946061777
478	0.09943840396
479	0.09942880649
480	0.09942776339
481	0.09942672096
482	0.09934755133
483	0.09929295408
484	0.09929218809
485	0.09923813189
486	0.09921166735
487	0.0991993039
488	0.09919927474
489	0.0991264409
490	0.09910403137
491	0.09902351673
492	0.0989972788
493	0.09899729357
494	0.0989964303
495	0.09892233591
496	0.09889430241
497	0.09877109216
498	0.09873943342
499	0.09871480659
500	0.098700863
501	0.09870023405
502	0.09868048738
503	0.09867962028
504	0.09863409052
505	0.09856003388
506	0.09843819896
507	0.09841108832
508	0.09841025769
509	0.09836059906
510	0.09834511913
511	0.09820708708
512	0.09817360723
513	0.0981728248
514	0.09817205566
515	0.09812190688
516	0.09801787204
517	0.09798524571
518	0.0978673976
519	0.09780403525
520	0.09774886433
521	0.09771009721
522	0.09766646437
523	0.09761140951
524	0.09754419402
525	0.09751587503
526	0.09748631088
527	0.09744543456
528	0.09742674686
529	0.09740877589
530	0.0973885098
531	0.09736258041
532	0.09736206005
533	0.09729787842
534	0.0972776223
535	0.0972768889
536	0.09722393923
537	0.09720464868
538	0.09719827875
539	0.09717347625
540	0.0971518013
541	0.0970524227
542	0.09705240763
543	0.09700880956
544	0.09698090528
545	0.09695805992
546	0.09686704557
547	0.09683159627
548	0.09675012104
549	0.09674464254
550	0.09663006911
551	0.09660086597
552	0.09655951657
553	0.09654829075
554	0.09650259425
555	0.09650178029
556	0.09644227228
557	0.09637118449
558	0.09629721395
559	0.09620836562
560	0.09617384564
561	0.09613598201
562	0.09605964895
563	0.09596866885
564	0.09595859077
565	0.09595180579
566	0.09592996844
567	0.09590862085
568	0.09589261554
569	0.09587707938
570	0.09585161111
571	0.09579746633
572	0.09574147031
573	0.09566992252
574	0.09561071225
575	0.09554710718
576	0.09552285374
577	0.09550137501
578	0.09543500038
579	0.09541379439
580	0.09534588723
581	0.09529177839
582	0.09522382217
583	0.09517042388
584	0.09515484568
585	0.09512184788
586	0.09508085829
587	0.09504907515
588	0.09502590387
589	0.09498586728
590	0.09491011122
591	0.09482575543
592	0.09478724597
593	0.09475487874
594	0.09474956371
595	0.09468724877
596	0.09466490468
597	0.09464013764
598	0.09456838651
599	0.09456794198
600	0.09456217128
601	0.09453424144
602	0.09450059412
603	0.09446415324
604	0.09440468698
605	0.09432371567
606	0.09431635094
607	0.09426714199
608	0.09422981716
609	0.09417100411
610	0.09411273137
611	0.09410739107
612	0.09406864499
613	0.09405527791
614	0.09401419859
615	0.09400136694
616	0.09397634819
617	0.09393721213
618	0.09390063367
619	0.09386558208
620	0.09384811039
621	0.09381400571
622	0.0937679543
623	0.09375107249
624	0.09371770806
625	0.0936831066
626	0.09356989984
627	0.09350805775
628	0.09341332136
629	0.09338513864
630	0.09332113095
631	0.09326013469
632	0.09323203764
633	0.09315846804
634	0.09314159988
635	0.09310671377
636	0.09307853313
637	0.09305906197
638	0.09304066609
639	0.09301543538
640	0.09300372235
641	0.09294891673
642	0.09289913186
643	0.09288869811
644	0.09285598511
645	0.09284032983
646	0.09280133893
647	0.09277148043
648	0.09271332933
649	0.09264386284
650	0.09259260258
651	0.09255856505
652	0.09250821289
653	0.09242762256
654	0.09238579305
655	0.09237214185
656	0.09234974152
657	0.09229950896
658	0.09221920829
659	0.09218333869
660	0.09214964086
661	0.09211442955
662	0.09205788577
663	0.09204277559
664	0.09198046104
665	0.09191751564
666	0.09183379139
667	0.09182953087
668	0.09181412366
669	0.09178728724
670	0.0917606679
671	0.09174972986
672	0.09169648909
673	0.09168204474
674	0.09162631435
675	0.09157321269
676	0.09154775266
677	0.09153671991
678	0.09149311853
679	0.09148906872
680	0.09147868192
681	0.09140205305
682	0.09135809147
683	0.09131836992
684	0.0913042943
685	0.09127985211
686	0.09127157362
687	0.09121762207
688	0.09116802213
689	0.09114467687
690	0.09110947194
691	0.09109963228
692	0.09102295901
693	0.09099916111
694	0.09098550189
695	0.09097247643
696	0.0909141257
697	0.09084154788
698	0.09081152499
699	0.09079897875
700	0.09074862604
701	0.09070781815
702	0.09067953934
703	0.09063010473
704	0.09062078682
705	0.09061131399
706	0.09056172163
707	0.09050501148
708	0.09046766959
709	0.0903763505
710	0.09029471679
711	0.09026004099
712	0.09019279556
713	0.0901233761
714	0.09011918045
715	0.09010092387
716	0.09002923312
717	0.08998559084
718	0.08991809174
719	0.08990898847
720	0.08988152809
721	0.0898485165
722	0.08977377614
723	0.08973379878
724	0.08972008413
725	0.08971124942
726	0.08967093283
727	0.08966213994
728	0.08961112402
729	0.0895849001
730	0.08956309483
731	0.08953253158
732	0.08951161365
733	0.08947331529
734	0.08946485004
735	0.08945636987
736	0.08944815736
737	0.089395688
738	0.0893783496
739	0.08937014241
740	0.08935498626
741	0.08931570094
742	0.0892933753
743	0.08927226741
744	0.08923529955
745	0.08920263196
746	0.08919806732
747	0.08918138251
748	0.08917668344
749	0.08910137183
750	0.08909695973
751	0.08903306874
752	0.08899608905
753	0.08896099349
754	0.08891636808
755	0.08888298422
756	0.08884891154
757	0.08883830613
758	0.088831483
759	0.08880678277
760	0.08878102459
761	0.0887396393
762	0.08873164733
763	0.08869506227
764	0.08862633725
765	0.08859726294
766	0.08855270711
767	0.08854763267
768	0.08852029892
769	0.0885005799
770	0.08846403822
771	0.08845252099
772	0.088420437
773	0.08841305394
774	0.08836852316
775	0.08834957438
776	0.08833950553
777	0.08833952043
778	0.08832841388
779	0.08830010033
780	0.08828195765
781	0.08823541065
782	0.0882280847
783	0.08821526285
784	0.08815276457
785	0.08807088494
786	0.0880243585
787	0.08800340721
788	0.08798253701
789	0.08795044741
790	0.08793225215
791	0.08789182239
792	0.087884776
793	0.08784748824
794	0.0878220641
795	0.08776211166
796	0.08773461818
797	0.08771487859
798	0.08768475721
799	0.08762910617
800	0.08760689302
801	0.08756441763
802	0.08753864179
803	0.08752941493
804	0.08748281519
805	0.08743618753
806	0.08741414284
807	0.08740068724
808	0.08732925782
809	0.08730837496
810	0.08728220874
811	0.08727849994
812	0.08727846517
813	0.0872715127
814	0.08724713567
815	0.08722717657
816	0.08719343747
817	0.08713178356
818	0.08709144149
819	0.08708474178
820	0.08702973323
821	0.08695833896
822	0.08691563967
823	0.08688786838
824	0.08686566985
825	0.08680248999
826	0.08677092071
827	0.08676380037
828	0.08671123407
829	0.08665467074
830	0.08664809447
831	0.08663590297
832	0.08658243972
833	0.08654106138
834	0.08653414508
835	0.08650576838
836	0.08647904278
837	0.08645412493
838	0.08641747652
839	0.08641099134
840	0.08638102012
841	0.08634247478
842	0.08631596724
843	0.08630966474
844	0.08627197817
845	0.08624346927
846	0.0862211948
847	0.08619285389
848	0.086167658
849	0.08611148026
850	0.08606528971
851	0.08604566029
852	0.08603093213
853	0.08601082092
854	0.0859934248
855	0.08598740044
856	0.08596043411
857	0.08589711196
858	0.08585354413
859	0.085792846
860	0.08572905381
861	0.08570917777
862	0.08567874497
863	0.08565403129
864	0.08564822571
865	0.08563582468
866	0.08559786234
867	0.08559129239
868	0.08559125156
869	0.08556558097
870	0.08552315508
871	0.0855005098
872	0.08548535809
873	0.0854613388
874	0.08545810784
875	0.0854349988
876	0.08538449245
877	0.08534393113
878	0.08529119281
879	0.08527933679
880	0.08524585046
881	0.08522396384
882	0.08518901324
883	0.08513983522
884	0.08509972764
885	0.08507732893
886	0.08504577617
887	0.08498444972
888	0.08493828822
889	0.08491730763
890	0.0848948428
891	0.08484041495
892	0.08482971831
893	0.0848296636
894	0.08479463526
895	0.08475354451
896	0.08473088267
897	0.08468455583
898	0.08468454458
899	0.08466696022
900	0.08466697875
901	0.08466693616
902	0.08466696489
903	0.08463408255
904	0.08462423031
905	0.08462421126
906	0.08462421891
907	0.08462420114
908	0.0846241779
909	0.08462377338
910	0.08460265868
911	0.08460266435
912	0.08460267372
913	0.08460211531
914	0.084602143
915	0.0845921363
916	0.08455666626
917	0.08455615298
918	0.08452716146
919	0.0844686298
920	0.08444011532
921	0.0844124188
922	0.08436412069
923	0.08432229027
924	0.08429518736
925	0.08428382784
926	0.08424226363
927	0.08422135346
928	0.08420176004
929	0.08414555444
930	0.08409522774
931	0.08404072033
932	0.08403758844
933	0.08401745544
934	0.08398952013
935	0.08397035813
936	0.08395955955
937	0.08393485995
938	0.08390353737
939	0.08383725806
940	0.08381239521
941	0.08375367134
942	0.083702111
943	0.08368382851
944	0.08362599346
945	0.08357372051
946	0.08354973152
947	0.0835063565
948	0.08348600243
949	0.08347608124
950	0.08347060626
951	0.08346489828
952	0.08346209238
953	0.08343009602
954	0.08340288859
955	0.08340116977
956	0.08337754143
957	0.08335569913
958	0.08334543488
959	0.08330633859
960	0.08324594067
961	0.08319467631
962	0.08317617261
963	0.08314568663
964	0.08313305147
965	0.08312692554
966	0.08307127634
967	0.08306584695
968	0.08302106318
969	0.08296090584
970	0.0829198213
971	0.08288976013
972	0.08283368965
973	0.08281712812
974	0.08279665183
975	0.08277202107
976	0.08271471848
977	0.08270244284
978	0.08267252558
979	0.08265489324
980	0.08265053486
981	0.08258315927
982	0.08257789018
983	0.08253818937
984	0.08250104935
985	0.08246114573
986	0.08244251513
987	0.08243380895
988	0.08238249431
989	0.08234467953
990	0.08228819918
991	0.08224741733
992	0.08220981081
993	0.08218886253
994	0.08216951009
995	0.08214585667
996	0.08211134904
997	0.08209388635
998	0.08207149253
999	0.08204850563
